row_id	conversation_id	utterance_id	context	target	emotion
127	15	3	> Joey: `Do you have any respect for your body ?` > Ross: `Do not you realise what you are ... you are doing to yourself ?` > Chandler: `Hey , you know , I have had it with you guys and your cancer and your emphysema and your heart disease .`	Hey , you know , I have had it with you guys and your cancer and your emphysema and your heart disease .	anger
128	15	4	> Joey: `Do you have any respect for your body ?` > Ross: `Do not you realise what you are ... you are doing to yourself ?` > Chandler: `Hey , you know , I have had it with you guys and your cancer and your emphysema and your heart disease .` > Chandler: `The bottom line is , smoking is cool , and you know it .`	The bottom line is , smoking is cool , and you know it .	neutral
129	15	5	> Ross: `Do not you realise what you are ... you are doing to yourself ?` > Chandler: `Hey , you know , I have had it with you guys and your cancer and your emphysema and your heart disease .` > Chandler: `The bottom line is , smoking is cool , and you know it .` > Rachel: `Chandler ? It is Alan , he wants to speak to you .`	Chandler ? It is Alan , he wants to speak to you .	neutral
130	15	6	> Chandler: `Hey , you know , I have had it with you guys and your cancer and your emphysema and your heart disease .` > Chandler: `The bottom line is , smoking is cool , and you know it .` > Rachel: `Chandler ? It is Alan , he wants to speak to you .` > Chandler: `Really ? He does ?`	Really ? He does ?	surprise
131	15	7	> Chandler: `The bottom line is , smoking is cool , and you know it .` > Rachel: `Chandler ? It is Alan , he wants to speak to you .` > Chandler: `Really ? He does ?` > Chandler: `Hey , buddy , what up !`	Hey , buddy , what up !	joy
132	15	8	> Rachel: `Chandler ? It is Alan , he wants to speak to you .` > Chandler: `Really ? He does ?` > Chandler: `Hey , buddy , what up !` > Chandler: `Oh , she told you about that , huh .`	Oh , she told you about that , huh .	surprise
133	15	9	> Chandler: `Really ? He does ?` > Chandler: `Hey , buddy , what up !` > Chandler: `Oh , she told you about that , huh .` > Chandler: `Well , yeah , I have one now and then .`	Well , yeah , I have one now and then .	neutral
134	15	10	> Chandler: `Hey , buddy , what up !` > Chandler: `Oh , she told you about that , huh .` > Chandler: `Well , yeah , I have one now and then .` > Chandler: `Well , yeah , now .`	Well , yeah , now .	neutral
135	15	11	> Chandler: `Oh , she told you about that , huh .` > Chandler: `Well , yeah , I have one now and then .` > Chandler: `Well , yeah , now .` > Chandler: `Well , it is not that big ...`	Well , it is not that big ...	neutral
136	15	12	> Chandler: `Well , yeah , I have one now and then .` > Chandler: `Well , yeah , now .` > Chandler: `Well , it is not that big ...` > Chandler: `Well , that is true ...`	Well , that is true ...	neutral
137	15	13	> Chandler: `Well , yeah , now .` > Chandler: `Well , it is not that big ...` > Chandler: `Well , that is true ...` > Chandler: `Gee , you know , no one ... no one ever put it like that before .`	Gee , you know , no one ... no one ever put it like that before .	joy
138	15	14	> Chandler: `Well , it is not that big ...` > Chandler: `Well , that is true ...` > Chandler: `Gee , you know , no one ... no one ever put it like that before .` > Chandler: `Well , okay , thanks !`	Well , okay , thanks !	joy
139	15	15	> Chandler: `Well , that is true ...` > Chandler: `Gee , you know , no one ... no one ever put it like that before .` > Chandler: `Well , okay , thanks !` > Rachel: `God , he is good .`	God , he is good .	joy
140	15	16	> Chandler: `Gee , you know , no one ... no one ever put it like that before .` > Chandler: `Well , okay , thanks !` > Rachel: `God , he is good .` > Ross: `If only he were a woman .`	If only he were a woman .	neutral
141	15	17	> Chandler: `Well , okay , thanks !` > Rachel: `God , he is good .` > Ross: `If only he were a woman .` > Rachel: `Yeah .`	Yeah .	neutral
142	17	1	> Rachel: `Remember when we went to Central Park and rented boats ? ... That was fun .`	Remember when we went to Central Park and rented boats ? ... That was fun .	sadness
143	17	2	> Rachel: `Remember when we went to Central Park and rented boats ? ... That was fun .` > Ross: `Yeah . He could row like a viking .`	Yeah . He could row like a viking .	sadness
144	17	3	> Rachel: `Remember when we went to Central Park and rented boats ? ... That was fun .` > Ross: `Yeah . He could row like a viking .` > Monica: `Hi .`	Hi .	neutral
145	17	4	> Rachel: `Remember when we went to Central Park and rented boats ? ... That was fun .` > Ross: `Yeah . He could row like a viking .` > Monica: `Hi .` > All: `Mmm .`	Mmm .	neutral
146	17	5	> Ross: `Yeah . He could row like a viking .` > Monica: `Hi .` > All: `Mmm .` > Ross: `So how would it go ?`	So how would it go ?	neutral
147	17	6	> Monica: `Hi .` > All: `Mmm .` > Ross: `So how would it go ?` > Monica: `Oh , you know ...`	Oh , you know ...	neutral
148	17	7	> All: `Mmm .` > Ross: `So how would it go ?` > Monica: `Oh , you know ...` > Phoebe: `Did he mention us ?`	Did he mention us ?	neutral
149	17	8	> Ross: `So how would it go ?` > Monica: `Oh , you know ...` > Phoebe: `Did he mention us ?` > Monica: `He said he is really gonna miss you guys .`	He said he is really gonna miss you guys .	neutral
150	17	9	> Monica: `Oh , you know ...` > Phoebe: `Did he mention us ?` > Monica: `He said he is really gonna miss you guys .` > Ross: `You had a rough day , huh ?`	You had a rough day , huh ?	sadness
151	17	10	> Phoebe: `Did he mention us ?` > Monica: `He said he is really gonna miss you guys .` > Ross: `You had a rough day , huh ?` > Monica: `Oh , you have no idea .`	Oh , you have no idea .	sadness
152	19	1	> Monica: `How does she do that ?`	How does she do that ?	surprise
153	19	2	> Monica: `How does she do that ?` > Ross: `I cannot sleep in a public place .`	I cannot sleep in a public place .	neutral
154	19	3	> Monica: `How does she do that ?` > Ross: `I cannot sleep in a public place .` > Monica: `Would you look at her ? She is so peaceful .`	Would you look at her ? She is so peaceful .	joy
155	19	4	> Monica: `How does she do that ?` > Ross: `I cannot sleep in a public place .` > Monica: `Would you look at her ? She is so peaceful .` > Phoebe: `Oh ! What what what ! ... Hi .`	Oh ! What what what ! ... Hi .	surprise
156	19	5	> Ross: `I cannot sleep in a public place .` > Monica: `Would you look at her ? She is so peaceful .` > Phoebe: `Oh ! What what what ! ... Hi .` > Ross: `It is okay , you know , you just nodded off again .`	It is okay , you know , you just nodded off again .	neutral
157	19	6	> Monica: `Would you look at her ? She is so peaceful .` > Phoebe: `Oh ! What what what ! ... Hi .` > Ross: `It is okay , you know , you just nodded off again .` > Monica: `What going on with you ?`	What going on with you ?	surprise
158	19	7	> Phoebe: `Oh ! What what what ! ... Hi .` > Ross: `It is okay , you know , you just nodded off again .` > Monica: `What going on with you ?` > Phoebe: `I got no sleep last night !`	I got no sleep last night !	anger
159	19	8	> Ross: `It is okay , you know , you just nodded off again .` > Monica: `What going on with you ?` > Phoebe: `I got no sleep last night !` > Ross: `Why ?`	Why ?	neutral
160	19	9	> Monica: `What going on with you ?` > Phoebe: `I got no sleep last night !` > Ross: `Why ?` > Phoebe: `My grandmother has this new boyfriend , and they are both kind of insecure in bed ... and deaf .`	My grandmother has this new boyfriend , and they are both kind of insecure in bed ... and deaf .	disgust
161	19	10	> Phoebe: `I got no sleep last night !` > Ross: `Why ?` > Phoebe: `My grandmother has this new boyfriend , and they are both kind of insecure in bed ... and deaf .` > Phoebe: `So they are constantly , like , having to reassure each other that they are having a good time .`	So they are constantly , like , having to reassure each other that they are having a good time .	neutral
162	19	11	> Ross: `Why ?` > Phoebe: `My grandmother has this new boyfriend , and they are both kind of insecure in bed ... and deaf .` > Phoebe: `So they are constantly , like , having to reassure each other that they are having a good time .` > Phoebe: `You have no idea how loud they are !`	You have no idea how loud they are !	disgust
163	19	12	> Phoebe: `My grandmother has this new boyfriend , and they are both kind of insecure in bed ... and deaf .` > Phoebe: `So they are constantly , like , having to reassure each other that they are having a good time .` > Phoebe: `You have no idea how loud they are !` > Monica: `Well , if you want , you can stay with Rachel and me tonight .`	Well , if you want , you can stay with Rachel and me tonight .	neutral
164	19	13	> Phoebe: `So they are constantly , like , having to reassure each other that they are having a good time .` > Phoebe: `You have no idea how loud they are !` > Monica: `Well , if you want , you can stay with Rachel and me tonight .` > Phoebe: `Thanks .`	Thanks .	joy
165	21	1	> Rachel: `So c mon , you guys , tell me all the dirt !`	So c mon , you guys , tell me all the dirt !	joy
166	21	2	> Rachel: `So c mon , you guys , tell me all the dirt !` > Kiki: `Well , the biggest news is still you dumping Barry at the altar !`	Well , the biggest news is still you dumping Barry at the altar !	joy
167	21	3	> Rachel: `So c mon , you guys , tell me all the dirt !` > Kiki: `Well , the biggest news is still you dumping Barry at the altar !` > Joanne: `Alright . Let talk reality for a second .`	Alright . Let talk reality for a second .	neutral
168	21	4	> Rachel: `So c mon , you guys , tell me all the dirt !` > Kiki: `Well , the biggest news is still you dumping Barry at the altar !` > Joanne: `Alright . Let talk reality for a second .` > Rachel: `Okay .`	Okay .	neutral
169	21	5	> Kiki: `Well , the biggest news is still you dumping Barry at the altar !` > Joanne: `Alright . Let talk reality for a second .` > Rachel: `Okay .` > Joanne: `When are you coming home ?`	When are you coming home ?	neutral
170	21	6	> Joanne: `Alright . Let talk reality for a second .` > Rachel: `Okay .` > Joanne: `When are you coming home ?` > Rachel: `What ? Guys , I am not .`	What ? Guys , I am not .	surprise
171	21	7	> Rachel: `Okay .` > Joanne: `When are you coming home ?` > Rachel: `What ? Guys , I am not .` > Joanne: `C mon , this is us .`	C mon , this is us .	neutral
172	21	8	> Joanne: `When are you coming home ?` > Rachel: `What ? Guys , I am not .` > Joanne: `C mon , this is us .` > Rachel: `I am not ! This is what I am doing now . I have got this job ...`	I am not ! This is what I am doing now . I have got this job ...	neutral
173	21	9	> Rachel: `What ? Guys , I am not .` > Joanne: `C mon , this is us .` > Rachel: `I am not ! This is what I am doing now . I have got this job ...` > Kiki: `Waitressing ?`	Waitressing ?	surprise
174	21	10	> Joanne: `C mon , this is us .` > Rachel: `I am not ! This is what I am doing now . I have got this job ...` > Kiki: `Waitressing ?` > Rachel: `Okay , I am not just waitressing . I am ... I , um ...`	Okay , I am not just waitressing . I am ... I , um ...	neutral
175	21	11	> Rachel: `I am not ! This is what I am doing now . I have got this job ...` > Kiki: `Waitressing ?` > Rachel: `Okay , I am not just waitressing . I am ... I , um ...` > Rachel: `I write the specials on the specials board , and , uh ...`	I write the specials on the specials board , and , uh ...	neutral
176	21	12	> Kiki: `Waitressing ?` > Rachel: `Okay , I am not just waitressing . I am ... I , um ...` > Rachel: `I write the specials on the specials board , and , uh ...` > Rachel: `and I , uh ... I take the uh dead flowers out of the vase ... Oh , and , um , sometimes Artelle lets me put the little chocolate blobbies on the cookies .`	and I , uh ... I take the uh dead flowers out of the vase ... Oh , and , um , sometimes Artelle lets me put the little chocolate blobbies on the cookies .	joy
